Index	Gene_name	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
32	Acsl3	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000032883	ENSMUST00000154777|ENSMUST00000135642|ENSMUST00000132997|ENSMUST00000148608|ENSMUST00000142704|ENSMUST00000035779|ENSMUST00000134566	NM_001033606|NM_028817|NM_001136222	ACSL3	2610510B12Rik|C85929|Facl3	Regulation: UP|Probe.Set:ILMN_3138743|Identifier:NM_028817.2|FirstOfLocuslink:NP_083093.2|FirstOfName:Acsl3|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.94773198420366e-23|ANOVA.CELL:1.48215937410268e-05|ANOVA.INT:1.0479970028045001e-15|FDR_ANOVA.TREAT:1.2483208029028198e-19|FDR_ANOVA.CELL:3.57804292046934e-05|FDR_ANOVA.INT:1.20975534018738e-12|TTEST.ASTRO.DEX:3.33740029237052e-09|TTEST.ASTRO.ALD:7.19084814466862e-07|TTEST.ASTRO.DHT:0.209934122102638|TTEST.ASTRO.PRG:0.000270881847748371|TTEST.ASTRO.ESR:0.68858173687941|TTEST.NEURO.DEX:0.000334074048703203|TTEST.NEURO.ALD:0.0401768707177358|TTEST.NEURO.DHT:0.8873627196100061|TTEST.NEURO.PRG:0.802108998427932|TTEST.NEURO.ESR:0.71118994275384|FDR_TTEST.ASTRO.DEX:3.85252802749791e-05|FDR_TTEST.ASTRO.ALD:0.00474328888902756|FDR_TTEST.ASTRO.DHT:0.913268928121404|FDR_TTEST.ASTRO.PRG:0.36198613421618103|FDR_TTEST.ASTRO.ESR:0.9862015546667011|FDR_TTEST.NEURO.DEX:0.342789669440483|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:2.0211171875|FOLD.ASTRO.ALD:1.32765625|FOLD.ASTRO.DHT:-0.0610078124999998|FOLD.ASTRO.PRG:0.679380208333333|FOLD.ASTRO.ESR:0.014919270833333399|FOLD.NEURO.DEX:0.591914062500001|FOLD.NEURO.ALD:0.225710937500001|FOLD.NEURO.DHT:0.0140807291666682|FOLD.NEURO.PRG:-0.025309895833332898|FOLD.NEURO.ESR:0.0307421875000014
33	Gpt2	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000031700	ENSMUST00000132932|ENSMUST00000143659|ENSMUST00000143846|ENSMUST00000034136|ENSMUST00000140189	NM_173866	GPT2	ALT2|4631422C05Rik	Regulation: UP|Probe.Set:ILMN_1234702|Identifier:NM_173866.3|FirstOfLocuslink:NP_776291.1|FirstOfName:Gpt2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.31820252507849e-13|ANOVA.CELL:5.61475308262221e-32|ANOVA.INT:0.262724203433154|FDR_ANOVA.TREAT:5.0303044126424995e-11|FDR_ANOVA.CELL:7.896911630734031e-31|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.00216236598366501|TTEST.ASTRO.ALD:0.170301625379728|TTEST.ASTRO.DHT:0.145466479551735|TTEST.ASTRO.PRG:0.6751524502701911|TTEST.ASTRO.ESR:0.9219648062428271|TTEST.NEURO.DEX:0.00035382638076060204|TTEST.NEURO.ALD:0.35424944892243304|TTEST.NEURO.DHT:0.36568532810756604|TTEST.NEURO.PRG:0.31066145877668705|TTEST.NEURO.ESR:0.9112709480397521|FDR_TTEST.ASTRO.DEX:0.077857619892943|FDR_TTEST.ASTRO.ALD:0.7752898427667181|FDR_TTEST.ASTRO.DHT:0.9063307399332111|FDR_TTEST.ASTRO.PRG:0.9669860906855221|FDR_TTEST.ASTRO.ESR:0.9969392248716171|FDR_TTEST.NEURO.DEX:0.355164767505218|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.42164583333333305|FOLD.ASTRO.ALD:0.10251562500000101|FOLD.ASTRO.DHT:-0.0989947916666658|FOLD.ASTRO.PRG:0.0293255208333338|FOLD.ASTRO.ESR:0.00421614583333252|FOLD.NEURO.DEX:0.5480911458333341|FOLD.NEURO.ALD:0.0699661458333338|FOLD.NEURO.DHT:-0.0609609374999991|FOLD.NEURO.PRG:-0.07489322916666549|FOLD.NEURO.ESR:-0.009440104166666071
34	Nde1	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000022678	ENSMUST00000133249|ENSMUST00000132316|ENSMUST00000149232|ENSMUST00000127801|ENSMUST00000115795|ENSMUST00000117958|ENSMUST00000023359|ENSMUST00000156041	NM_001285504|NM_001114085|NM_001285503|NM_023317	NDE1	2810027M15Rik|mNudE	Regulation: UP|Probe.Set:ILMN_2945588|Identifier:NM_023317.1|FirstOfLocuslink:NP_075806.1|FirstOfName:Nde1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:9.94368575414094e-06|ANOVA.CELL:6.86323370098029e-31|ANOVA.INT:0.48852222216074703|FDR_ANOVA.TREAT:0.0007502283431563791|FDR_ANOVA.CELL:8.58815590539469e-30|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.008005181135971321|TTEST.ASTRO.ALD:0.13292057347477101|TTEST.ASTRO.DHT:0.680579950146845|TTEST.ASTRO.PRG:0.508076039502911|TTEST.ASTRO.ESR:0.7458312203013551|TTEST.NEURO.DEX:0.00038058308645657404|TTEST.NEURO.ALD:0.20806953138105203|TTEST.NEURO.DHT:0.29531291645810304|TTEST.NEURO.PRG:0.839273558911599|TTEST.NEURO.ESR:0.38041955730214905|FDR_TTEST.ASTRO.DEX:0.159875101112604|FDR_TTEST.ASTRO.ALD:0.7448337528934911|FDR_TTEST.ASTRO.DHT:0.9760701316511121|FDR_TTEST.ASTRO.PRG:0.9479897784784981|FDR_TTEST.ASTRO.ESR:0.988803998506053|FDR_TTEST.NEURO.DEX:0.358633539470323|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.39221354166666506|FOLD.ASTRO.ALD:0.23743489583333102|FOLD.ASTRO.DHT:-0.055796875000002195|FOLD.ASTRO.PRG:-0.0910416666666674|FOLD.ASTRO.ESR:-0.029643229166668002|FOLD.NEURO.DEX:0.388033854166665|FOLD.NEURO.ALD:0.12028385416666501|FOLD.NEURO.DHT:0.10631510416666501|FOLD.NEURO.PRG:0.0225442708333325|FOLD.NEURO.ESR:0.0622734375
35	Per1	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000020893	ENSMUST00000132462|ENSMUST00000021271|ENSMUST00000101004|ENSMUST00000102605|ENSMUST00000142392|ENSMUST00000166748	NM_011065|NM_001159367	PER1	m-rigui|mPer1|Hftm	Regulation: UP|Probe.Set:ILMN_2813484|Identifier:NM_011065.2|FirstOfLocuslink:NP_035195.1|FirstOfName:Per1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.19196285027908e-25|ANOVA.CELL:9.49817438350678e-09|ANOVA.INT:5.6971310884544396e-21|FDR_ANOVA.TREAT:4.58647438739887e-22|FDR_ANOVA.CELL:2.7727679331355e-08|FDR_ANOVA.INT:2.1921610906524603e-17|TTEST.ASTRO.DEX:3.12173831626152e-07|TTEST.ASTRO.ALD:6.946992259604591e-08|TTEST.ASTRO.DHT:0.7876001202202041|TTEST.ASTRO.PRG:1.30229510019793e-05|TTEST.ASTRO.ESR:0.661777289687654|TTEST.NEURO.DEX:0.0011127693865522|TTEST.NEURO.ALD:0.227584605683357|TTEST.NEURO.DHT:0.675083658913457|TTEST.NEURO.PRG:0.48775351467939704|TTEST.NEURO.ESR:0.697051803731999|FDR_TTEST.ASTRO.DEX:0.000313354663076216|FDR_TTEST.ASTRO.ALD:0.00298311093927957|FDR_TTEST.ASTRO.DHT:0.983959944495824|FDR_TTEST.ASTRO.PRG:0.120653323447564|FDR_TTEST.ASTRO.ESR:0.9837192216432551|FDR_TTEST.NEURO.DEX:0.552484017792058|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:2.3280078125|FOLD.ASTRO.ALD:1.78261979166667|FOLD.ASTRO.DHT:0.0199348958333339|FOLD.ASTRO.PRG:0.916848958333333|FOLD.ASTRO.ESR:0.0250130208333328|FOLD.NEURO.DEX:0.43472916666666706|FOLD.NEURO.ALD:0.10679687500000101|FOLD.NEURO.DHT:-0.0411718749999999|FOLD.NEURO.PRG:-0.0647369791666677|FOLD.NEURO.ESR:-0.0468255208333321
36	Mt1	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000031765	ENSMUST00000211807|ENSMUST00000034215|ENSMUST00000212291	NM_013602	MT1X	MT-I|Mt-1	Regulation: UP|Probe.Set:ILMN_2596522|Identifier:NM_013602.2|FirstOfLocuslink:NP_038630.1|FirstOfName:Mt1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:4.8866974076907106e-08|ANOVA.CELL:1.8113712981577297e-23|ANOVA.INT:1.0086488016155598e-07|FDR_ANOVA.TREAT:6.446810460077449e-06|FDR_ANOVA.CELL:1.21496598374688e-22|FDR_ANOVA.INT:2.17632475541106e-05|TTEST.ASTRO.DEX:0.7383241593535891|TTEST.ASTRO.ALD:0.7616614854784981|TTEST.ASTRO.DHT:0.735928409030388|TTEST.ASTRO.PRG:0.761624147250881|TTEST.ASTRO.ESR:0.8766884192910931|TTEST.NEURO.DEX:0.0005610064124619281|TTEST.NEURO.ALD:0.419979779053396|TTEST.NEURO.DHT:0.38812960313924405|TTEST.NEURO.PRG:0.8183526789055131|TTEST.NEURO.ESR:0.565374211633714|FDR_TTEST.ASTRO.DEX:0.9433404281798781|FDR_TTEST.ASTRO.ALD:0.9659208559614391|FDR_TTEST.ASTRO.DHT:0.981374742295627|FDR_TTEST.ASTRO.PRG:0.9757010501552441|FDR_TTEST.ASTRO.ESR:0.9941703225312281|FDR_TTEST.NEURO.DEX:0.44826947164339603|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.00902083333333081|FOLD.ASTRO.ALD:0.0077604166666631605|FOLD.ASTRO.DHT:-0.00963020833333417|FOLD.ASTRO.PRG:-0.00995833333333351|FOLD.ASTRO.ESR:0.00465625000000003|FOLD.NEURO.DEX:0.745692708333335|FOLD.NEURO.ALD:0.12489583333333301|FOLD.NEURO.DHT:-0.129846354166666|FOLD.NEURO.PRG:0.0286302083333343|FOLD.NEURO.ESR:-0.0833124999999999
37	Plekhf1	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000074170	ENSMUST00000098513	NM_024413	PLEKHF1	1810013P09Rik|LAPF	Regulation: UP|Probe.Set:ILMN_2644920|Identifier:NM_024413.1|FirstOfLocuslink:NP_077724.1|FirstOfName:Plekhf1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.669820995366351e-15|ANOVA.CELL:3.6979875997497096e-44|ANOVA.INT:0.009311872057616511|FDR_ANOVA.TREAT:3.20804494416714e-12|FDR_ANOVA.CELL:3.11589196041685e-42|FDR_ANOVA.INT:0.325979060188313|TTEST.ASTRO.DEX:8.79228535326293e-05|TTEST.ASTRO.ALD:0.0211768570246805|TTEST.ASTRO.DHT:0.0908127969133806|TTEST.ASTRO.PRG:0.11185340137897501|TTEST.ASTRO.ESR:0.26245623988245903|TTEST.NEURO.DEX:0.000151701386760963|TTEST.NEURO.ALD:0.23983069363126203|TTEST.NEURO.DHT:0.22167099757404202|TTEST.NEURO.PRG:0.46171535745331105|TTEST.NEURO.ESR:0.88998993381282|FDR_TTEST.ASTRO.DEX:0.0104903096615391|FDR_TTEST.ASTRO.ALD:0.52701337525366|FDR_TTEST.ASTRO.DHT:0.8891786276787611|FDR_TTEST.ASTRO.PRG:0.8719568023783241|FDR_TTEST.ASTRO.ESR:0.954162931149592|FDR_TTEST.NEURO.DEX:0.28018639329202705|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.8335312500000001|FOLD.ASTRO.ALD:0.277583333333334|FOLD.ASTRO.DHT:0.170127604166668|FOLD.ASTRO.PRG:0.152604166666668|FOLD.ASTRO.ESR:0.0874661458333339|FOLD.NEURO.DEX:0.45397916666666704|FOLD.NEURO.ALD:0.0834843750000003|FOLD.NEURO.DHT:0.0638593749999998|FOLD.NEURO.PRG:0.050919270833333|FOLD.NEURO.ESR:-0.00916145833333371
38	Cytip	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000026832	ENSMUST00000151785|ENSMUST00000146545|ENSMUST00000028175|ENSMUST00000153052|ENSMUST00000131443|ENSMUST00000144117|ENSMUST00000151169|ENSMUST00000148764	NM_139200	CYTIP	Cbp|A130053M09Rik|Pscdbp|Cybr	Regulation: UP|Probe.Set:ILMN_1251748|Identifier:NM_139200.4|FirstOfLocuslink:NP_631939.1|FirstOfName:Cytip|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.2507649592192196e-20|ANOVA.CELL:5.59394655610829e-16|ANOVA.INT:1.4107501124442101e-08|FDR_ANOVA.TREAT:2.5981705306747102e-17|FDR_ANOVA.CELL:2.3733794751607498e-15|FDR_ANOVA.INT:4.04596122310553e-06|TTEST.ASTRO.DEX:6.21901198215079e-06|TTEST.ASTRO.ALD:0.00020337832861663202|TTEST.ASTRO.DHT:0.257892894334859|TTEST.ASTRO.PRG:0.059890979832843395|TTEST.ASTRO.ESR:0.0511612912221132|TTEST.NEURO.DEX:0.000582101719390365|TTEST.NEURO.ALD:0.23457926274808802|TTEST.NEURO.DHT:0.9876747772754191|TTEST.NEURO.PRG:0.66570104012926|TTEST.NEURO.ESR:0.8839701758037151|FDR_TTEST.ASTRO.DEX:0.00202095429959637|FDR_TTEST.ASTRO.ALD:0.0902471691481382|FDR_TTEST.ASTRO.DHT:0.926607519920669|FDR_TTEST.ASTRO.PRG:0.856438579894999|FDR_TTEST.ASTRO.ESR:0.9148426913910791|FDR_TTEST.NEURO.DEX:0.44826947164339603|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.59888802083333|FOLD.ASTRO.ALD:0.431109375|FOLD.ASTRO.DHT:0.0886067708333327|FOLD.ASTRO.PRG:0.133341145833333|FOLD.ASTRO.ESR:0.12848958333333402|FOLD.NEURO.DEX:0.6620989583333331|FOLD.NEURO.ALD:0.13669270833333302|FOLD.NEURO.DHT:0.0017135416666667102|FOLD.NEURO.PRG:0.045434895833333|FOLD.NEURO.ESR:0.0125182291666661
39	Adamtsl4	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000015850	ENSMUST00000151054|ENSMUST00000148854|ENSMUST00000015994|ENSMUST00000117782|ENSMUST00000124410	NM_001301705|NM_144899	ADAMTSL4	Tsrc1	Regulation: UP|Probe.Set:ILMN_2459899|Identifier:NM_144899.2|FirstOfLocuslink:NP_659148.2|FirstOfName:Adamtsl4|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.74037914727723e-08|ANOVA.CELL:1.3291091613067102e-41|ANOVA.INT:1.3525259548176402e-05|FDR_ANOVA.TREAT:5.079654904305259e-06|FDR_ANOVA.CELL:6.76629398171732e-40|FDR_ANOVA.INT:0.00162211775162987|TTEST.ASTRO.DEX:0.00102805435318387|TTEST.ASTRO.ALD:0.0192139168000473|TTEST.ASTRO.DHT:0.0259016627105941|TTEST.ASTRO.PRG:0.135018758469086|TTEST.ASTRO.ESR:0.000319321395022104|TTEST.NEURO.DEX:0.00059558395597603|TTEST.NEURO.ALD:0.0914658838746015|TTEST.NEURO.DHT:0.48590534432533705|TTEST.NEURO.PRG:0.996075095073195|TTEST.NEURO.ESR:0.12959804707841302|FDR_TTEST.ASTRO.DEX:0.0491910691232251|FDR_TTEST.ASTRO.ALD:0.517544686582734|FDR_TTEST.ASTRO.DHT:0.8798580181542781|FDR_TTEST.ASTRO.PRG:0.882078484742962|FDR_TTEST.ASTRO.ESR:0.867316536877425|FDR_TTEST.NEURO.DEX:0.44826947164339603|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.36722916666666605|FOLD.ASTRO.ALD:0.118210937499999|FOLD.ASTRO.DHT:-0.24236718750000102|FOLD.ASTRO.PRG:-0.12601822916666802|FOLD.ASTRO.ESR:-0.271643229166667|FOLD.NEURO.DEX:0.16441927083333302|FOLD.NEURO.ALD:0.09175000000000019|FOLD.NEURO.DHT:0.0608151041666671|FOLD.NEURO.PRG:0.000223958333333663|FOLD.NEURO.ESR:0.0911458333333339
40	LOC270152	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000048534	ENSMUST00000215266|ENSMUST00000215098|ENSMUST00000050020|ENSMUST00000217074|ENSMUST00000216426|ENSMUST00000215880|ENSMUST00000216333	NM_001005421			Regulation: UP|Probe.Set:ILMN_1231204|Identifier:XM_194453.3|FirstOfLocuslink:None|FirstOfName:LOC270152|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.12948913020907e-27|ANOVA.CELL:1.1602928395338098e-16|ANOVA.INT:2.54012659427205e-21|FDR_ANOVA.TREAT:3.53778788872842e-23|FDR_ANOVA.CELL:5.11850210878325e-16|FDR_ANOVA.INT:1.3031978373768601e-17|TTEST.ASTRO.DEX:2.91286773009802e-07|TTEST.ASTRO.ALD:0.0114080073212753|TTEST.ASTRO.DHT:0.544669141434575|TTEST.ASTRO.PRG:0.275049364306307|TTEST.ASTRO.ESR:0.5301991724990031|TTEST.NEURO.DEX:0.000595781204632134|TTEST.NEURO.ALD:0.8316376752818051|TTEST.NEURO.DHT:0.571960464831742|TTEST.NEURO.PRG:0.5433475475363491|TTEST.NEURO.ESR:0.544420645215837|FDR_TTEST.ASTRO.DEX:0.000305678987658059|FDR_TTEST.ASTRO.ALD:0.45924440283571405|FDR_TTEST.ASTRO.DHT:0.9613812804799861|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.9746040027443561|FDR_TTEST.NEURO.DEX:0.44826947164339603|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:2.68171614583333|FOLD.ASTRO.ALD:0.41544791666666603|FOLD.ASTRO.DHT:-0.0647083333333338|FOLD.ASTRO.PRG:0.0887239583333326|FOLD.ASTRO.ESR:-0.0532760416666669|FOLD.NEURO.DEX:0.46871614583333304|FOLD.NEURO.ALD:0.0122447916666664|FOLD.NEURO.DHT:-0.0315598958333334|FOLD.NEURO.PRG:-0.0542890624999997|FOLD.NEURO.ESR:-0.0402786458333333
41	Ms4a6d	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000024679	ENSMUST00000125291|ENSMUST00000025582|ENSMUST00000155669|ENSMUST00000135351	NM_026835	MS4A6E	Ms4a11	Regulation: UP|Probe.Set:ILMN_1241695|Identifier:NM_026835.2|FirstOfLocuslink:NP_081111.1|FirstOfName:Ms4a6d|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.09737766296422e-09|ANOVA.CELL:7.25868157933075e-37|ANOVA.INT:0.0013818339616035302|FDR_ANOVA.TREAT:1.97160763461906e-07|FDR_ANOVA.CELL:1.74654696844199e-35|FDR_ANOVA.INT:0.08201120727852859|TTEST.ASTRO.DEX:2.0906170954830803e-05|TTEST.ASTRO.ALD:0.009573887482951451|TTEST.ASTRO.DHT:0.41180847623132605|TTEST.ASTRO.PRG:0.268165350621318|TTEST.ASTRO.ESR:0.828548673596418|TTEST.NEURO.DEX:0.004701495101507041|TTEST.NEURO.ALD:0.5311842777615551|TTEST.NEURO.DHT:0.282685070583978|TTEST.NEURO.PRG:0.35266931880574304|TTEST.NEURO.ESR:0.7554999336690881|FDR_TTEST.ASTRO.DEX:0.004556787140374161|FDR_TTEST.ASTRO.ALD:0.43682280695434805|FDR_TTEST.ASTRO.DHT:0.9475105049915181|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.99275959311239|FDR_TTEST.NEURO.DEX:0.8600091947656211|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.1869453125|FOLD.ASTRO.ALD:0.403335937500001|FOLD.ASTRO.DHT:0.0860859375|FOLD.ASTRO.PRG:0.10475260416666601|FOLD.ASTRO.ESR:-0.0296848958333324|FOLD.NEURO.DEX:0.5354427083333351|FOLD.NEURO.ALD:-0.099341145833332|FOLD.NEURO.DHT:0.324901041666667|FOLD.NEURO.PRG:-0.13085156250000002|FOLD.NEURO.ESR:-0.0441406249999989
42	Serpina3h	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000041449	ENSMUST00000116393			6C28|alpha-1 antiproteinase	Regulation: UP|Probe.Set:ILMN_2889832|Identifier:NM_001034870.2|FirstOfLocuslink:NP_001030042.2|FirstOfName:Serpina3h|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.8854497240473e-13|ANOVA.CELL:3.7067750992904803e-37|ANOVA.INT:6.99480796690246e-08|FDR_ANOVA.TREAT:1.0744577061142e-10|FDR_ANOVA.CELL:9.276782299980409e-36|FDR_ANOVA.INT:1.59890229239482e-05|TTEST.ASTRO.DEX:0.000147543276475502|TTEST.ASTRO.ALD:0.00687307650462328|TTEST.ASTRO.DHT:0.20166099620302502|TTEST.ASTRO.PRG:0.204895701818187|TTEST.ASTRO.ESR:0.22550265273866402|TTEST.NEURO.DEX:0.0006573683074581841|TTEST.NEURO.ALD:0.662790666920634|TTEST.NEURO.DHT:0.19982648470576603|TTEST.NEURO.PRG:0.0633734853500099|TTEST.NEURO.ESR:0.8252133120478561|FDR_TTEST.ASTRO.DEX:0.0143495477402826|FDR_TTEST.ASTRO.ALD:0.39052841815133904|FDR_TTEST.ASTRO.DHT:0.9132682544287011|FDR_TTEST.ASTRO.PRG:0.897869805044412|FDR_TTEST.ASTRO.ESR:0.949196024906597|FDR_TTEST.NEURO.DEX:0.44826947164339603|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.16898958333333|FOLD.ASTRO.ALD:0.7455442708333351|FOLD.ASTRO.DHT:0.196187500000001|FOLD.ASTRO.PRG:0.251463541666668|FOLD.ASTRO.ESR:-0.189393229166667|FOLD.NEURO.DEX:0.41657552083333305|FOLD.NEURO.ALD:-0.0252187500000005|FOLD.NEURO.DHT:0.10760937500000001|FOLD.NEURO.PRG:-0.07812239583333459|FOLD.NEURO.ESR:0.0125885416666662
43	Smox	3_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000027333	ENSMUST00000110189|ENSMUST00000110179|ENSMUST00000110186|ENSMUST00000028806|ENSMUST00000149180|ENSMUST00000183575|ENSMUST00000110188|ENSMUST00000129143|ENSMUST00000110183|ENSMUST00000110182|ENSMUST00000183947|ENSMUST00000110181|ENSMUST00000110180|ENSMUST00000131698|ENSMUST00000151143|ENSMUST00000151627|ENSMUST00000183881	NM_001177837|NM_001177840|NM_145533|NM_001177835|NM_001177833|NM_001177834|NM_001177838|NM_001177836|NM_001177839	SMOX	B130066H01Rik|SMO	Regulation: UP|Probe.Set:ILMN_2608052|Identifier:NM_145533.1|FirstOfLocuslink:NP_663508.1|FirstOfName:Smox|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.90411774659407e-12|ANOVA.CELL:0.066677591340773|ANOVA.INT:0.003979174536473741|FDR_ANOVA.TREAT:1.1938326677565202e-09|FDR_ANOVA.CELL:0.09856847336789601|FDR_ANOVA.INT:0.180663131806429|TTEST.ASTRO.DEX:4.2547818843233004e-05|TTEST.ASTRO.ALD:0.00663438162844161|TTEST.ASTRO.DHT:0.11055681625661701|TTEST.ASTRO.PRG:0.266615113522152|TTEST.ASTRO.ESR:0.68542468179552|TTEST.NEURO.DEX:0.0185141689850928|TTEST.NEURO.ALD:0.69899810735235|TTEST.NEURO.DHT:0.694006999378034|TTEST.NEURO.PRG:0.5853820412607951|TTEST.NEURO.ESR:0.26264383244677|FDR_TTEST.ASTRO.DEX:0.00686924121422181|FDR_TTEST.ASTRO.ALD:0.384361276426177|FDR_TTEST.ASTRO.DHT:0.897934562361108|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.9860111541866781|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:1.16006770833333|FOLD.ASTRO.ALD:0.554111979166667|FOLD.ASTRO.DHT:0.195138020833333|FOLD.ASTRO.PRG:0.1676484375|FOLD.ASTRO.ESR:0.054507812500000696|FOLD.NEURO.DEX:0.45451302083333406|FOLD.NEURO.ALD:0.0655078124999999|FOLD.NEURO.DHT:-0.0579791666666658|FOLD.NEURO.PRG:-0.0766562499999992|FOLD.NEURO.ESR:-0.211171875
