Index	Gene_name	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
73	Lmcd1	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000057604	ENSMUST00000032376	NM_144799	LMCD1	dyxin	Regulation: DOWN|Probe.Set:ILMN_2628940|Identifier:NM_144799.1|FirstOfLocuslink:NP_659048.1|FirstOfName:Lmcd1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.97180390528768e-08|ANOVA.CELL:2.23527401779036e-19|ANOVA.INT:0.000300719241664263|FDR_ANOVA.TREAT:2.8541088878606097e-06|FDR_ANOVA.CELL:1.15345934842928e-18|FDR_ANOVA.INT:0.023729054376786|TTEST.ASTRO.DEX:3.97503373898491e-05|TTEST.ASTRO.ALD:0.00304880018459541|TTEST.ASTRO.DHT:0.509290351103693|TTEST.ASTRO.PRG:0.9601931406381421|TTEST.ASTRO.ESR:0.14570865726498802|TTEST.NEURO.DEX:0.00214270627935498|TTEST.NEURO.ALD:0.22467133143571|TTEST.NEURO.DHT:0.10526039157680701|TTEST.NEURO.PRG:0.47169352391818503|TTEST.NEURO.ESR:0.12225356773227601|FDR_TTEST.ASTRO.DEX:0.0067417814236171505|FDR_TTEST.ASTRO.ALD:0.294808761999361|FDR_TTEST.ASTRO.DHT:0.9580947727374011|FDR_TTEST.ASTRO.PRG:0.9970863789449381|FDR_TTEST.ASTRO.ESR:0.934626371936716|FDR_TTEST.NEURO.DEX:0.7066951410209771|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.5610442708333331|FOLD.ASTRO.ALD:-0.21426822916666702|FOLD.ASTRO.DHT:0.0769374999999997|FOLD.ASTRO.PRG:0.00454427083333364|FOLD.ASTRO.ESR:0.11163020833333301|FOLD.NEURO.DEX:-0.28729947916666704|FOLD.NEURO.ALD:-0.09999479166666701|FOLD.NEURO.DHT:-0.14025|FOLD.NEURO.PRG:-0.0620781250000011|FOLD.NEURO.ESR:-0.1481484375
74	Tlr2	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000027995	ENSMUST00000029623	NM_011905	TLR2	Ly105	Regulation: DOWN|Probe.Set:ILMN_2733733|Identifier:NM_011905.2|FirstOfLocuslink:NP_036035.2|FirstOfName:Tlr2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.7142587416900202e-12|ANOVA.CELL:5.04631296203125e-47|ANOVA.INT:4.96106355301196e-07|FDR_ANOVA.TREAT:8.468120482351001e-10|FDR_ANOVA.CELL:7.871907253676729e-45|FDR_ANOVA.INT:9.34988361211324e-05|TTEST.ASTRO.DEX:3.7610024754605505e-05|TTEST.ASTRO.ALD:0.006856532463266371|TTEST.ASTRO.DHT:0.7987956999112351|TTEST.ASTRO.PRG:0.0157044431495904|TTEST.ASTRO.ESR:0.666603334644369|TTEST.NEURO.DEX:0.00461975451685745|TTEST.NEURO.ALD:0.255004292211066|TTEST.NEURO.DHT:0.736937447520685|TTEST.NEURO.PRG:0.9424945992995991|TTEST.NEURO.ESR:0.755560701840559|FDR_TTEST.ASTRO.DEX:0.00640813757571644|FDR_TTEST.ASTRO.ALD:0.39052841815133904|FDR_TTEST.ASTRO.DHT:0.9841394384102481|FDR_TTEST.ASTRO.PRG:0.8138916143747341|FDR_TTEST.ASTRO.ESR:0.9843598482040061|FDR_TTEST.NEURO.DEX:0.8600091947656211|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-1.07662760416667|FOLD.ASTRO.ALD:-0.38860937500000003|FOLD.ASTRO.DHT:-0.018757812500000498|FOLD.ASTRO.PRG:-0.22914062499999902|FOLD.ASTRO.ESR:0.0386640625000005|FOLD.NEURO.DEX:-0.224070312499999|FOLD.NEURO.ALD:-0.112854166666667|FOLD.NEURO.DHT:0.026143229166667198|FOLD.NEURO.PRG:0.00592447916666661|FOLD.NEURO.ESR:0.0360572916666664
75	Lmcd1	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000057604	ENSMUST00000032376	NM_144799	LMCD1	dyxin	Regulation: DOWN|Probe.Set:ILMN_2628940|Identifier:NM_144799.1|FirstOfLocuslink:NP_659048.1|FirstOfName:Lmcd1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.97180390528768e-08|ANOVA.CELL:2.23527401779036e-19|ANOVA.INT:0.000300719241664263|FDR_ANOVA.TREAT:2.8541088878606097e-06|FDR_ANOVA.CELL:1.15345934842928e-18|FDR_ANOVA.INT:0.023729054376786|TTEST.ASTRO.DEX:3.97503373898491e-05|TTEST.ASTRO.ALD:0.00304880018459541|TTEST.ASTRO.DHT:0.509290351103693|TTEST.ASTRO.PRG:0.9601931406381421|TTEST.ASTRO.ESR:0.14570865726498802|TTEST.NEURO.DEX:0.00214270627935498|TTEST.NEURO.ALD:0.22467133143571|TTEST.NEURO.DHT:0.10526039157680701|TTEST.NEURO.PRG:0.47169352391818503|TTEST.NEURO.ESR:0.12225356773227601|FDR_TTEST.ASTRO.DEX:0.0067417814236171505|FDR_TTEST.ASTRO.ALD:0.294808761999361|FDR_TTEST.ASTRO.DHT:0.9580947727374011|FDR_TTEST.ASTRO.PRG:0.9970863789449381|FDR_TTEST.ASTRO.ESR:0.934626371936716|FDR_TTEST.NEURO.DEX:0.7066951410209771|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.5610442708333331|FOLD.ASTRO.ALD:-0.21426822916666702|FOLD.ASTRO.DHT:0.0769374999999997|FOLD.ASTRO.PRG:0.00454427083333364|FOLD.ASTRO.ESR:0.11163020833333301|FOLD.NEURO.DEX:-0.28729947916666704|FOLD.NEURO.ALD:-0.09999479166666701|FOLD.NEURO.DHT:-0.14025|FOLD.NEURO.PRG:-0.0620781250000011|FOLD.NEURO.ESR:-0.1481484375
76	Ccdc88c	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000021182	ENSMUST00000223235|ENSMUST00000223416|ENSMUST00000233416|ENSMUST00000223509|ENSMUST00000068411|ENSMUST00000085096|ENSMUST00000222204|ENSMUST00000223097	NM_026681|NM_001362342	CCDC88C	Daple|0610010D24Rik	Regulation: DOWN|Probe.Set:ILMN_1225808|Identifier:NM_026681.4|FirstOfLocuslink:NP_080957.2|FirstOfName:Ccdc88c|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:8.142332538127192e-05|ANOVA.CELL:5.84239321522497e-26|ANOVA.INT:0.0019725986599284802|FDR_ANOVA.TREAT:0.00468783120468186|FDR_ANOVA.CELL:4.72777189484398e-25|FDR_ANOVA.INT:0.106604194709427|TTEST.ASTRO.DEX:4.10958808270322e-05|TTEST.ASTRO.ALD:0.0995840627914361|TTEST.ASTRO.DHT:0.28054281293167|TTEST.ASTRO.PRG:0.78456555143815|TTEST.ASTRO.ESR:0.33553764434086303|TTEST.NEURO.DEX:0.220277192075951|TTEST.NEURO.ALD:0.65322262221046|TTEST.NEURO.DHT:0.48000404608698705|TTEST.NEURO.PRG:0.75957705339171|TTEST.NEURO.ESR:0.439367072704453|FDR_TTEST.ASTRO.DEX:0.00682575971693303|FDR_TTEST.ASTRO.ALD:0.707962268208782|FDR_TTEST.ASTRO.DHT:0.9313076710536411|FDR_TTEST.ASTRO.PRG:0.9782509148005161|FDR_TTEST.ASTRO.ESR:0.956127218880613|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.474848958333334|FOLD.ASTRO.ALD:-0.0991718749999997|FOLD.ASTRO.DHT:-0.11078385416666602|FOLD.ASTRO.PRG:-0.0157135416666669|FOLD.ASTRO.ESR:-0.0685442708333337|FOLD.NEURO.DEX:-0.07180208333333479|FOLD.NEURO.ALD:-0.0279921875000007|FOLD.NEURO.DHT:-0.0516354166666666|FOLD.NEURO.PRG:-0.0313177083333347|FOLD.NEURO.ESR:-0.0494244791666674
77	Mmp11	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000000901	ENSMUST00000132869|ENSMUST00000219728|ENSMUST00000133897|ENSMUST00000120281|ENSMUST00000000924|ENSMUST00000152222	NM_001306184|NM_008606	MMP11	stromelysin 3|ST3|Stmy3	Regulation: DOWN|Probe.Set:ILMN_2696711|Identifier:NM_008606.2|FirstOfLocuslink:NP_032632.1|FirstOfName:Mmp11|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.61146498078196e-14|ANOVA.CELL:8.682111213491731e-42|ANOVA.INT:2.1528106209215297e-11|FDR_ANOVA.TREAT:7.15459461756023e-12|FDR_ANOVA.CELL:4.51450228797035e-40|FDR_ANOVA.INT:1.10448752900479e-08|TTEST.ASTRO.DEX:4.16698411707408e-05|TTEST.ASTRO.ALD:0.00027684859430473704|TTEST.ASTRO.DHT:0.549354747416909|TTEST.ASTRO.PRG:0.76240511737344|TTEST.ASTRO.ESR:0.8567031483881841|TTEST.NEURO.DEX:0.20539751597351702|TTEST.NEURO.ALD:0.9472604317900791|TTEST.NEURO.DHT:0.19105213967502602|TTEST.NEURO.PRG:0.211701610958922|TTEST.NEURO.ESR:0.0729316524681056|FDR_TTEST.ASTRO.DEX:0.0068473250760908|FDR_TTEST.ASTRO.ALD:0.10652672494522501|FDR_TTEST.ASTRO.DHT:0.9630856361452731|FDR_TTEST.ASTRO.PRG:0.9757010501552441|FDR_TTEST.ASTRO.ESR:0.994143976890932|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.8443619791666671|FOLD.ASTRO.ALD:-0.367408854166667|FOLD.ASTRO.DHT:-0.0341015625000001|FOLD.ASTRO.PRG:-0.0233463541666676|FOLD.ASTRO.ESR:0.0087317708333341|FOLD.NEURO.DEX:-0.0838359375|FOLD.NEURO.ALD:0.00355989583333205|FOLD.NEURO.DHT:-0.113979166666667|FOLD.NEURO.PRG:0.0808307291666672|FOLD.NEURO.ESR:0.126455729166667
78	Ptx3	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000027832	ENSMUST00000029421|ENSMUST00000182521	NM_008987	PTX3	TSG-14|pentraxin 3	Regulation: DOWN|Probe.Set:ILMN_2662803|Identifier:NM_008987.3|FirstOfLocuslink:NP_033013.3|FirstOfName:Ptx3|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.87949504011721e-11|ANOVA.CELL:0.0007885618001199471|ANOVA.INT:6.75822194601535e-05|FDR_ANOVA.TREAT:1.64447108079795e-08|FDR_ANOVA.CELL:0.00162086238242247|FDR_ANOVA.INT:0.006682101501826821|TTEST.ASTRO.DEX:0.000123801438545836|TTEST.ASTRO.ALD:0.0055743974635652505|TTEST.ASTRO.DHT:0.0887172240224213|TTEST.ASTRO.PRG:0.8544824858280731|TTEST.ASTRO.ESR:0.667168019659214|TTEST.NEURO.DEX:0.0203222179091011|TTEST.NEURO.ALD:0.352771801604341|TTEST.NEURO.DHT:0.42675209329713504|TTEST.NEURO.PRG:0.0377795559815004|TTEST.NEURO.ESR:0.29794080852174504|FDR_TTEST.ASTRO.DEX:0.0129453832362882|FDR_TTEST.ASTRO.ALD:0.36371760390509406|FDR_TTEST.ASTRO.DHT:0.8891786276787611|FDR_TTEST.ASTRO.PRG:0.986691779368102|FDR_TTEST.ASTRO.ESR:0.9845226790271451|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.8268098958333341|FOLD.ASTRO.ALD:-0.468200520833333|FOLD.ASTRO.DHT:0.271125000000001|FOLD.ASTRO.PRG:-0.0288984374999988|FOLD.ASTRO.ESR:0.0530364583333345|FOLD.NEURO.DEX:-0.239903645833333|FOLD.NEURO.ALD:-0.0809010416666656|FOLD.NEURO.DHT:0.0575833333333335|FOLD.NEURO.PRG:0.23640625|FOLD.NEURO.ESR:0.0748229166666672
79	scl0015365.1_6	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex						Regulation: DOWN|Probe.Set:ILMN_2521893|Identifier:BC064076.1|FirstOfLocuslink:None|FirstOfName:scl0015365.1_6|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.3512545513946298e-11|ANOVA.CELL:1.05585615734668e-38|ANOVA.INT:1.31205297736847e-09|FDR_ANOVA.TREAT:6.34845805562959e-09|FDR_ANOVA.CELL:3.3879848651372903e-37|FDR_ANOVA.INT:4.77029402968597e-07|TTEST.ASTRO.DEX:4.2235073563305e-05|TTEST.ASTRO.ALD:0.0522100802058253|TTEST.ASTRO.DHT:0.42572779759696106|TTEST.ASTRO.PRG:0.259116444784878|TTEST.ASTRO.ESR:0.19132641810012702|TTEST.NEURO.DEX:0.537386603677773|TTEST.NEURO.ALD:0.17757933468643403|TTEST.NEURO.DHT:0.48001890791411306|TTEST.NEURO.PRG:0.5697977481520381|TTEST.NEURO.ESR:0.581486031693589|FDR_TTEST.ASTRO.DEX:0.006856524733804011|FDR_TTEST.ASTRO.ALD:0.635197653479121|FDR_TTEST.ASTRO.DHT:0.9483965318822891|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.9444110421586691|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.8396223958333331|FOLD.ASTRO.ALD:-0.10947395833333401|FOLD.ASTRO.DHT:0.0519322916666667|FOLD.ASTRO.PRG:-0.096658854166666|FOLD.ASTRO.ESR:-0.0809453125000008|FOLD.NEURO.DEX:-0.0403333333333329|FOLD.NEURO.ALD:0.058377604166667006|FOLD.NEURO.DHT:0.0666484375000005|FOLD.NEURO.PRG:-0.0230859374999994|FOLD.NEURO.ESR:-0.032135416666665896
80	BC020108	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex						Regulation: DOWN|Probe.Set:ILMN_2472093|Identifier:None|FirstOfLocuslink:None|FirstOfName:BC020108|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.4728202415985797e-10|ANOVA.CELL:1.0130130418712101e-35|ANOVA.INT:7.83695039915804e-12|FDR_ANOVA.TREAT:7.00235815875863e-08|FDR_ANOVA.CELL:2.1251642069677896e-34|FDR_ANOVA.INT:4.46744873741634e-09|TTEST.ASTRO.DEX:4.23205602532625e-05|TTEST.ASTRO.ALD:0.0007135349127788491|TTEST.ASTRO.DHT:0.21965319741161202|TTEST.ASTRO.PRG:0.0111996477601298|TTEST.ASTRO.ESR:0.0751002397827609|TTEST.NEURO.DEX:0.664397814735024|TTEST.NEURO.ALD:0.23729145510822802|TTEST.NEURO.DHT:0.844859332916413|TTEST.NEURO.PRG:0.369449168691987|TTEST.NEURO.ESR:0.19143700252880702|FDR_TTEST.ASTRO.DEX:0.006856524733804011|FDR_TTEST.ASTRO.ALD:0.173404005592898|FDR_TTEST.ASTRO.DHT:0.9181974584176721|FDR_TTEST.ASTRO.PRG:0.797314527299913|FDR_TTEST.ASTRO.ESR:0.925704512115977|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-1.322984375|FOLD.ASTRO.ALD:-0.712796875|FOLD.ASTRO.DHT:-0.163223958333335|FOLD.ASTRO.PRG:-0.40726822916666805|FOLD.ASTRO.ESR:-0.27242187500000103|FOLD.NEURO.DEX:0.0379973958333322|FOLD.NEURO.ALD:0.11269791666666601|FOLD.NEURO.DHT:0.0252005208333328|FOLD.NEURO.PRG:-0.0867135416666667|FOLD.NEURO.ESR:-0.11603125000000102
81	Slc15a3	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000024737	ENSMUST00000138380|ENSMUST00000131010|ENSMUST00000138263|ENSMUST00000025646	NM_023044	SLC15A3	cI-1|Ci1	Regulation: DOWN|Probe.Set:ILMN_2987709|Identifier:NM_023044.1|FirstOfLocuslink:NP_075531.1|FirstOfName:Slc15a3|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.13371336004399e-10|ANOVA.CELL:1.1105937646395103e-31|ANOVA.INT:0.0034219773058042904|FDR_ANOVA.TREAT:4.49872514551011e-08|FDR_ANOVA.CELL:1.5140406403444e-30|FDR_ANOVA.INT:0.16272541721751502|TTEST.ASTRO.DEX:4.2926441991654704e-05|TTEST.ASTRO.ALD:0.0680143439191596|TTEST.ASTRO.DHT:0.17045846125277|TTEST.ASTRO.PRG:0.629524300486005|TTEST.ASTRO.ESR:0.20922057740354202|TTEST.NEURO.DEX:0.00962217927442033|TTEST.NEURO.ALD:0.225061170262595|TTEST.NEURO.DHT:0.38479599598449704|TTEST.NEURO.PRG:0.49835505986289|TTEST.NEURO.ESR:0.828548321047002|FDR_TTEST.ASTRO.DEX:0.00690622136767478|FDR_TTEST.ASTRO.ALD:0.6638805956800351|FDR_TTEST.ASTRO.DHT:0.9130043568314771|FDR_TTEST.ASTRO.PRG:0.9619242969039931|FDR_TTEST.ASTRO.ESR:0.9459956445326091|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-1.17909114583333|FOLD.ASTRO.ALD:-0.285867187499999|FOLD.ASTRO.DHT:0.1756171875|FOLD.ASTRO.PRG:0.0588906250000001|FOLD.ASTRO.ESR:0.1992265625|FOLD.NEURO.DEX:-0.49098958333333403|FOLD.NEURO.ALD:-0.170739583333333|FOLD.NEURO.DHT:0.28569270833333205|FOLD.NEURO.PRG:-0.09265885416666819|FOLD.NEURO.ESR:-0.0318932291666663
82	Tmem86a	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000010307	ENSMUST00000211066|ENSMUST00000010451	NM_026436	TMEM86A	1810054O13Rik	Regulation: DOWN|Probe.Set:ILMN_2645662|Identifier:NM_026436.3|FirstOfLocuslink:NP_080712.1|FirstOfName:Tmem86a|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.57068827714772e-06|ANOVA.CELL:7.46247102897628e-32|ANOVA.INT:0.0009172142978025971|FDR_ANOVA.TREAT:0.00014304725938662501|FDR_ANOVA.CELL:1.0391198350179501e-30|FDR_ANOVA.INT:0.0592328013800519|TTEST.ASTRO.DEX:4.4538349814214e-05|TTEST.ASTRO.ALD:0.719710818215293|TTEST.ASTRO.DHT:0.27128300764026|TTEST.ASTRO.PRG:0.0251071988179908|TTEST.ASTRO.ESR:0.014472732276528|TTEST.NEURO.DEX:0.537300801660354|TTEST.NEURO.ALD:0.377827763468419|TTEST.NEURO.DHT:0.5005382716447281|TTEST.NEURO.PRG:0.17114301695897902|TTEST.NEURO.ESR:0.609446089879741|FDR_TTEST.ASTRO.DEX:0.00712915858137296|FDR_TTEST.ASTRO.ALD:0.9595057939096071|FDR_TTEST.ASTRO.DHT:0.930123859332423|FDR_TTEST.ASTRO.PRG:0.845270986155032|FDR_TTEST.ASTRO.ESR:0.867316536877425|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.529796875000001|FOLD.ASTRO.ALD:0.0333723958333341|FOLD.ASTRO.DHT:0.0743671875|FOLD.ASTRO.PRG:0.24189322916666503|FOLD.ASTRO.ESR:0.155817708333332|FOLD.NEURO.DEX:-0.0664817708333327|FOLD.NEURO.ALD:-0.0490781249999994|FOLD.NEURO.DHT:0.119416666666666|FOLD.NEURO.PRG:0.08404947916666569|FOLD.NEURO.ESR:0.0429218750000011
83	Wnt5a	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000021994	ENSMUST00000112272|ENSMUST00000146192|ENSMUST00000063465|ENSMUST00000134766|ENSMUST00000134163|ENSMUST00000151929	NM_009524|NM_001256224	WNT5A	Wnt-5a|8030457G12Rik	Regulation: DOWN|Probe.Set:ILMN_2511913|Identifier:NM_009524.2|FirstOfLocuslink:NP_033550.2|FirstOfName:Wnt5a|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.8993407519303e-07|ANOVA.CELL:5.7994256200206195e-24|ANOVA.INT:1.73860692806152e-06|FDR_ANOVA.TREAT:3.1352262266892205e-05|FDR_ANOVA.CELL:4.02680719667416e-23|FDR_ANOVA.INT:0.00028267055033913|TTEST.ASTRO.DEX:4.5375972057688e-05|TTEST.ASTRO.ALD:0.209495753692222|TTEST.ASTRO.DHT:0.11905838905882402|TTEST.ASTRO.PRG:0.177096642653049|TTEST.ASTRO.ESR:0.00444667191494625|TTEST.NEURO.DEX:0.43358416615224304|TTEST.NEURO.ALD:0.0566003224916342|TTEST.NEURO.DHT:0.213790925736614|TTEST.NEURO.PRG:0.93313694233879|TTEST.NEURO.ESR:0.18981407942080303|FDR_TTEST.ASTRO.DEX:0.0071958242276888105|FDR_TTEST.ASTRO.ALD:0.803026476090374|FDR_TTEST.ASTRO.DHT:0.897934562361108|FDR_TTEST.ASTRO.PRG:0.8883260677827781|FDR_TTEST.ASTRO.ESR:0.867316536877425|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.7585546874999981|FOLD.ASTRO.ALD:-0.09966406249999869|FOLD.ASTRO.DHT:0.10945572916666901|FOLD.ASTRO.PRG:0.078028645833335|FOLD.ASTRO.ESR:0.19933333333333403|FOLD.NEURO.DEX:0.0712161458333345|FOLD.NEURO.ALD:0.17702604166666802|FOLD.NEURO.DHT:0.13460416666666802|FOLD.NEURO.PRG:0.008622395833333131|FOLD.NEURO.ESR:0.187708333333335
84	Tmem22	2_astrocytes_dex_down_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000070287	ENSMUST00000189478|ENSMUST00000093792	NM_001101483	SLC35G2		Regulation: DOWN|Probe.Set:ILMN_1232065|Identifier:XM_147067.6|FirstOfLocuslink:XP_147067.5|FirstOfName:Tmem22|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.29281765315845e-11|ANOVA.CELL:0.5092273048492371|ANOVA.INT:1.40626376726537e-09|FDR_ANOVA.TREAT:6.227562489231661e-09|FDR_ANOVA.CELL:0.580956726066975|FDR_ANOVA.INT:5.07287681169619e-07|TTEST.ASTRO.DEX:4.5558382049188706e-05|TTEST.ASTRO.ALD:0.00043242175451716603|TTEST.ASTRO.DHT:0.38465200596715104|TTEST.ASTRO.PRG:0.41144938722776|TTEST.ASTRO.ESR:0.13814203414151402|TTEST.NEURO.DEX:0.39956831011686805|TTEST.NEURO.ALD:0.9850078743964571|TTEST.NEURO.DHT:0.5101411192297081|TTEST.NEURO.PRG:0.426081491945536|TTEST.NEURO.ESR:0.988003254841834|FDR_TTEST.ASTRO.DEX:0.0071958242276888105|FDR_TTEST.ASTRO.ALD:0.138713199734423|FDR_TTEST.ASTRO.DHT:0.944108273829771|FDR_TTEST.ASTRO.PRG:0.9294642365243181|FDR_TTEST.ASTRO.ESR:0.934626371936716|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.7171875000000011|FOLD.ASTRO.ALD:-0.37513020833333305|FOLD.ASTRO.DHT:0.0445026041666665|FOLD.ASTRO.PRG:-0.0556510416666676|FOLD.ASTRO.ESR:0.0858723958333325|FOLD.NEURO.DEX:-0.07407031250000169|FOLD.NEURO.ALD:0.0014713541666662201|FOLD.NEURO.DHT:-0.0426484375000022|FOLD.NEURO.PRG:0.0606015624999987|FOLD.NEURO.ESR:0.00120833333333081
