Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
25	Smox	1	1_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000027333	ENSMUST00000151627|ENSMUST00000151143|ENSMUST00000131698|ENSMUST00000110189|ENSMUST00000183947|ENSMUST00000110181|ENSMUST00000110182|ENSMUST00000110183|ENSMUST00000110186|ENSMUST00000028806|ENSMUST00000129143|ENSMUST00000183881|ENSMUST00000110188|ENSMUST00000183575|ENSMUST00000149180|ENSMUST00000110179|ENSMUST00000110180	NM_001177839|NM_001177835|NM_001177838|NM_001177840|NM_001177833|NM_001177836|NM_001177834|NM_145533|NM_001177837	SMOX	B130066H01Rik|SMO	Regulation: UP
26	Mug-ps1	1	1_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000101397	ENSMUST00000186891			Mug3	Regulation: UP
27	Slc25a47	1	1_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000048856	ENSMUST00000221080|ENSMUST00000057026|ENSMUST00000223296|ENSMUST00000221787|ENSMUST00000221453	NM_001012310	SLC25A47		Regulation: UP
28	Dcun1d3	1	1_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000048787	ENSMUST00000207488|ENSMUST00000207233|ENSMUST00000059851|ENSMUST00000142120|ENSMUST00000137888|ENSMUST00000098080|ENSMUST00000106519	NM_001163703|NM_173408	DCUN1D3	1700020A13Rik	Regulation: UP
29	Pdk4	1	1_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000019577	ENSMUST00000203347|ENSMUST00000019721|ENSMUST00000134068	NM_013743	PDK4		Regulation: UP
30	Ces3b	1	1_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000062181	ENSMUST00000093221|ENSMUST00000074403|ENSMUST00000173838|ENSMUST00000173088	NM_001159415|NM_144511	CES3	ES31L|Gm4738	Regulation: UP
31	Cxcl1	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000029380	ENSMUST00000201245|ENSMUST00000031327	NM_008176		N51|Mgsa|Fsp|Scyb1|Gro1|KC/GRO-alpha|KC	Regulation: DOWN
32	Socs3	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000053113	ENSMUST00000123255|ENSMUST00000132295|ENSMUST00000054002	NM_007707	SOCS3	EF-10|SOCS-3|cytokine-inducible SH2 protein 3|CIS3|STAT-induced STAT inhibitor 3|SSI-3|E2a-Pbx1 target gene in fibroblasts 10|Cish3	Regulation: DOWN
33	Sox7	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000063060	ENSMUST00000079652	NM_011446	SOX7		Regulation: DOWN
34	Sstr2	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000047904	ENSMUST00000146390|ENSMUST00000106630|ENSMUST00000067591	NM_001042606|NM_009217	SSTR2	SSTR-2|sst2|Smstr2|Smstr-2	Regulation: DOWN
35	Lmcd1	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000057604	ENSMUST00000032376	NM_144799	LMCD1	dyxin	Regulation: DOWN
36	Fam78a	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000050592	ENSMUST00000056406|ENSMUST00000143795|ENSMUST00000130178|ENSMUST00000139629	NM_175511	FAM78A	A130092J06Rik	Regulation: DOWN
37	Egfl7	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000026921	ENSMUST00000150404|ENSMUST00000173777|ENSMUST00000174656|ENSMUST00000238983|ENSMUST00000238951|ENSMUST00000147351|ENSMUST00000239075|ENSMUST00000145575|ENSMUST00000139801|ENSMUST00000174211|ENSMUST00000149789|ENSMUST00000100290|ENSMUST00000166920|ENSMUST00000149460|ENSMUST00000172683|ENSMUST00000131112|ENSMUST00000174572|ENSMUST00000152713|ENSMUST00000174465|ENSMUST00000102907|ENSMUST00000173920|ENSMUST00000152988	NM_198725|NM_178444|NM_198724|NM_001164564	EGFL7	Zneu1|VE-statin|vascular endothelial-statin	Regulation: DOWN
38	Hmga2-ps1	2	2_marpiech_tissues_dex	marpiech_tissues_dex					[y]i-c|Hmgic-ps1	Regulation: DOWN
39	Cd52	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000000682	ENSMUST00000145122|ENSMUST00000137445|ENSMUST00000000696	NM_013706	CD52	MB7|CLS1|B7|CAMPATH-1	Regulation: DOWN
40	Esm1	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000042379	ENSMUST00000038144	NM_023612	ESM1	0610042H23Rik	Regulation: DOWN
41	Zcchc18	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000031428|Query ERROR: caught BioMart::Exception::Database: Could not connect to mysql database ensembl_mart_109: DBI connect('database=ensembl_mart_109;host=127.0.0.1;port=5316','ensro',...) failed: Lost connection to MySQL server at 'reading initial communication packet', system error: 2 at /nfs/public/ro/ensweb/live/mart/www_109/biomart-perl/lib/BioMart/Configuration/DBLocation.pm line 98.	ENSMUST00000113067|ENSMUST00000101227|ENSMUST00000033804	NM_001358439|NM_001358440|NM_025893|NM_001035509|NM_001358437|NM_001035510|NM_001358441	ZCCHC18	1500031H04Rik|Sizn2	Regulation: UP
42	Klk1b4	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000066513	ENSMUST00000077354	NM_010915	KLK3	mGk-4|Ngfa|Ngfa	Regulation: UP
43	LOC332300	2	2_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
44	LOC100040353	2	2_marpiech_tissues_dex	marpiech_tissues_dex						Regulation: UP
45	Lyve1	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030787	ENSMUST00000209319|ENSMUST00000033050	NM_053247	LYVE1	lymphatic vessel endothelial HA receptor-1|Lyve-1|1200012G08Rik|Xlkd1	Regulation: UP
46	Tfcp2l1	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000026380	ENSMUST00000190652|ENSMUST00000027629	NM_023755	TFCP2L1	LBP-9|Crtr-1|4932442M07Rik|D930018N21Rik|1810030F05Rik|Cp2l1|Tcfcp2l1	Regulation: UP
47	Prkag3	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000006542	ENSMUST00000113672|ENSMUST00000081636|ENSMUST00000159728|ENSMUST00000188073|ENSMUST00000160732|ENSMUST00000162093	NM_153744	PRKAG3	AMPKg3S|AMPKg3L|AMPKg3	Regulation: UP
48	Fga	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000028001	ENSMUST00000029630|ENSMUST00000166581	NM_001111048|NM_010196		Fib|ENSMUSG00000059807	Regulation: UP
49	Aqp11	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000042797	ENSMUST00000205737|ENSMUST00000205784|ENSMUST00000084986|ENSMUST00000206389|ENSMUST00000205932	NM_175105	AQP11	1700015P13Rik|sjds	Regulation: UP
50	Ptpn22	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000027843	ENSMUST00000134373|ENSMUST00000146071|ENSMUST00000029433|ENSMUST00000196385|ENSMUST00000126548|ENSMUST00000198701|ENSMUST00000198530|ENSMUST00000197997	NM_008979|NM_001409795	PTPN22	70zpep|Ptpn8	Regulation: UP
51	Cab39l	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000021981	ENSMUST00000224281|ENSMUST00000224893|ENSMUST00000225149|ENSMUST00000022553|ENSMUST00000223678|ENSMUST00000225595	NM_026908|NM_001360593|NM_001360592|NM_001360591	CAB39L	2810425O13Rik|1500031K13Rik|MO2L|4930520C08Rik	Regulation: UP
52	Alas1	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000032786	ENSMUST00000219129|ENSMUST00000133617|ENSMUST00000215222|ENSMUST00000134053|ENSMUST00000214249|ENSMUST00000143125|ENSMUST00000123115|ENSMUST00000214989|ENSMUST00000123601|ENSMUST00000074082|ENSMUST00000141118|ENSMUST00000112524|ENSMUST00000219340	NM_020559|NM_001291835	ALAS1	5-aminolevulinate synthase|succinyl-CoA: glycine C-succinyl transferase|Alas-1|ALAS-N	Regulation: UP
53	Acot11	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000034853	ENSMUST00000144809|ENSMUST00000156567|ENSMUST00000102762|ENSMUST00000148688|ENSMUST00000140541|ENSMUST00000145061|ENSMUST00000065253	NM_025590|NM_001347159	ACOT11	BFIT1|2010309H15Rik|Them1|1110020M10Rik|Thea	Regulation: UP
54	Angptl7	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000028989	ENSMUST00000030840	NM_001039554	ANGPTL7		Regulation: UP
55	Mela	2	2_marpiech_tissues_dex	marpiech_tissues_dex					80kDa	Regulation: UP
56	Tes	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000029552	ENSMUST00000200690|ENSMUST00000154266|ENSMUST00000121170|ENSMUST00000076654|ENSMUST00000115467	NM_207176	TES	Tes2|Tes1|testin2|testin|D6Ertd352e	Regulation: UP
57	Mrap	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000039956	ENSMUST00000038197|ENSMUST00000138984|ENSMUST00000125429|ENSMUST00000133973	NM_029844	MRAP	C21ORF61|1110025G12Rik	Regulation: UP
58	Mup5	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000058523	ENSMUST00000082287	NM_008649		Mup V	Regulation: UP
59	C9	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000022149	ENSMUST00000127196|ENSMUST00000022749|ENSMUST00000147905|ENSMUST00000128097|ENSMUST00000239466	NM_001368420|NM_013485|NM_001368421	C9		Regulation: UP
60	Cyp2c50	2	2_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000054827	ENSMUST00000080171|ENSMUST00000124391|ENSMUST00000068094	NM_001167877|NM_134144|NM_001167875			Regulation: UP
61	Id1	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000042745	ENSMUST00000038368|ENSMUST00000109824	NM_001369018|NM_010495|NM_001355113	ID1	D2Wsu140e|Idb1|bHLHb24	Regulation: DOWN
62	Rasl12	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000041696	ENSMUST00000217172|ENSMUST00000215605|ENSMUST00000085453|ENSMUST00000165682	NM_001162923|NM_001033158	RASL12	4631404I11Rik	Regulation: DOWN
63	Sap30	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000031609	ENSMUST00000034022	NM_021788	SAP30	30kDa	Regulation: DOWN
64	Spata13	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000021990	ENSMUST00000159135|ENSMUST00000160095|ENSMUST00000162945|ENSMUST00000159729|ENSMUST00000022566|ENSMUST00000162131|ENSMUST00000162939|ENSMUST00000160973|ENSMUST00000159169	NM_001310594|NM_001404964|NM_001033272	SPATA13	ESTM11	Regulation: DOWN
65	Dclk3	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000032500	ENSMUST00000111879	NM_172928	DCLK3	Click-I, -II related|Dcamkl3	Regulation: DOWN
66	Efna1	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000027954	ENSMUST00000118860|ENSMUST00000029566|ENSMUST00000118587	NM_001162425|NM_010107	EFNA1	B61|Epl1|EFL-1|LERK-1|Lerk1|Eplg1	Regulation: DOWN
67	Pcdh12	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000024440	ENSMUST00000194012|ENSMUST00000025311|ENSMUST00000193123|ENSMUST00000195747	NM_017378	PCDH12	VE-cadherin-2|vascular endothelial cadherin-2	Regulation: DOWN
68	Fgf7	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000027208	ENSMUST00000138576|ENSMUST00000110442|ENSMUST00000064794	NM_008008	FGF7	Kgf|Keratinocyte growth factor	Regulation: DOWN
69	Rsph4a	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000039552	ENSMUST00000169670	NM_001162957	RSPH4A	Rshl3	Regulation: UP
70	Wfdc12	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000042845	ENSMUST00000051272	NM_138684	WFDC12	WAP2|Swam2	Regulation: UP
71	Sult1a1	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030711	ENSMUST00000106373|ENSMUST00000106372|ENSMUST00000155419	NM_133670		Stp1|PST	Regulation: UP
72	Nhsl2	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000079481	ENSMUST00000101339|ENSMUST00000125115|ENSMUST00000144753|ENSMUST00000144397|ENSMUST00000129185|ENSMUST00000155477|ENSMUST00000124279	NM_001406049|NM_001406047|NM_001406044|NM_001406043|NM_001163610|NM_001406050|NM_001406046|NM_001406048|NM_001406045	NHSL2	1110062M06Rik|Gm10456	Regulation: UP
73	Pdcd4	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000024975	ENSMUST00000025931|ENSMUST00000237060|ENSMUST00000237699|ENSMUST00000074371|ENSMUST00000235854|ENSMUST00000165617	NM_011050|NM_001168492|NM_001168491	PDCD4	MA-3|TIS|D19Ucla1	Regulation: UP
74	Mcf2l	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000031442	ENSMUST00000139776|ENSMUST00000145067|ENSMUST00000138387|ENSMUST00000173099|ENSMUST00000098927|ENSMUST00000126905|ENSMUST00000110867|ENSMUST00000127229|ENSMUST00000156560|ENSMUST00000110871|ENSMUST00000134989|ENSMUST00000238472|ENSMUST00000110873|ENSMUST00000130302|ENSMUST00000110876|ENSMUST00000145892|ENSMUST00000123811|ENSMUST00000110879|ENSMUST00000110866|ENSMUST00000095456|ENSMUST00000156405|ENSMUST00000173006|ENSMUST00000134227	NM_001371044|NM_001371045|NM_001371049|NM_001159486|NM_001371048|NM_001371046|NM_001159485|NM_001371050|NM_001371043|NM_001371047|NM_178076	MCF2L	Dbs|C130040G20Rik	Regulation: UP
75	Fgfr2	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030849	ENSMUST00000124096|ENSMUST00000117073|ENSMUST00000117691|ENSMUST00000122448|ENSMUST00000118296|ENSMUST00000121080|ENSMUST00000153166|ENSMUST00000117754|ENSMUST00000117357|ENSMUST00000136264|ENSMUST00000208844|ENSMUST00000119260|ENSMUST00000148675|ENSMUST00000120141|ENSMUST00000129103|ENSMUST00000133806|ENSMUST00000121064|ENSMUST00000120187|ENSMUST00000117089|ENSMUST00000117872|ENSMUST00000120715|ENSMUST00000117858|ENSMUST00000127091|ENSMUST00000129542|ENSMUST00000130557|ENSMUST00000122054|ENSMUST00000147859	NM_001347638|NM_010207|NM_201601	FGFR2	Bek|KGFRTr|Fgfr-7|Fgfr-2|Fgfr7|svs|Fgfr2b	Regulation: UP
76	Rep15	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000040121	ENSMUST00000036194	NM_025620	REP15	2210417D09Rik	Regulation: UP
77	Tmc7	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000042246	ENSMUST00000153635|ENSMUST00000145989|ENSMUST00000139693|ENSMUST00000044195	NM_172476	TMC7	C630024K23Rik|1700030H01Rik	Regulation: UP
78	Slc7a8	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000022180	ENSMUST00000022787|ENSMUST00000226646	NM_016972	SLC7A8	LAT2	Regulation: UP
79	Gnmt	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000002769	ENSMUST00000233086|ENSMUST00000147112|ENSMUST00000002846	NM_010321|NM_001364890	GNMT	glycine N methyl transferase	Regulation: UP
80	1700109H08Rik	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000008307	ENSMUST00000156973|ENSMUST00000147801|ENSMUST00000198134|ENSMUST00000008451|ENSMUST00000125740	NM_029843			Regulation: UP
81	Egfbp2	3	3_marpiech_tissues_dex	marpiech_tissues_dex					Egfbp-2	Regulation: UP
82	Tsku	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000049580	ENSMUST00000179780|ENSMUST00000094161|ENSMUST00000206414|ENSMUST00000167405|ENSMUST00000164726|ENSMUST00000165901|ENSMUST00000165257|ENSMUST00000206770	NM_001168540|NM_001168539|NM_001168541|NM_001024619	TSKU	9530051K01Rik|Lrrc54	Regulation: UP
83	Errfi1	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000028967	ENSMUST00000073600|ENSMUST00000030811|ENSMUST00000128640	NM_001356323|NM_133753	ERRFI1	1300002F13Rik|Mig-6|RALT	Regulation: UP
84	Arl4a	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000047446	ENSMUST00000101472|ENSMUST00000138572|ENSMUST00000146905|ENSMUST00000136441|ENSMUST00000144910	NM_007487|NM_001039515	ARL4A	Arl4	Regulation: UP
85	Fbxo10	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000048232	ENSMUST00000140008|ENSMUST00000052236|ENSMUST00000155583	NM_001024142|NM_001378823|NM_001378820|NM_001378821|NM_001378819|NM_001378822	FBXO10	FBX10|LOC269529	Regulation: UP
86	Slco1b2	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000030236	ENSMUST00000162675|ENSMUST00000042812|ENSMUST00000203597|ENSMUST00000160179	NM_020495	SLCO1B1	mlst-1|Slc21a6|Slc21a10|Oatp1b2|7330442B20Rik	Regulation: UP
87	Apoc4	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000074336	ENSMUST00000209130|ENSMUST00000003071	NM_007385	APOC4	Acl	Regulation: UP
88	Lnx2	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000016520	ENSMUST00000016664|ENSMUST00000123092	NM_080795	LNX2		Regulation: UP
89	Ranbp9	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000038546	ENSMUST00000220601|ENSMUST00000220529|ENSMUST00000221092|ENSMUST00000220500|ENSMUST00000144326|ENSMUST00000222239|ENSMUST00000222651|ENSMUST00000222023	NM_019930	RANBP9	IBAP-1|RanBPM	Regulation: UP
90	Apof	3	3_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000047631	ENSMUST00000238970|ENSMUST00000050901	NM_133997	APOF		Regulation: UP
91	Aplnr	4	4_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000044338	ENSMUST00000057019|ENSMUST00000184728	NM_011784	APLNR	msr/apj|apelin receptor|APJ|Agtrl1	Regulation: DOWN
92	Tnfsf10	4	4_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000039304	ENSMUST00000046383|ENSMUST00000174840	NM_009425	TNFSF10	APO-2L|Trail|A330042I21Rik	Regulation: DOWN
93	C2cd4a	4	4_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000047990	ENSMUST00000054500	NM_001163143		EG244911|Fam148a	Regulation: DOWN
94	Sox11	4	4_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000063632	ENSMUST00000079063	NM_009234	SOX11	end1|6230403H02Rik|1110038H03Rik	Regulation: DOWN
95	Chst1	4	4_marpiech_tissues_dex	marpiech_tissues_dex	ENSMUSG00000027221	ENSMUST00000065797	NM_001356552|NM_023850|NM_001356553	CHST1	KSGAL6ST|C6ST|2610008E20Rik|GST-1	Regulation: DOWN
